age,salary,credit_score,loan_amount,existing_loans,employment_years,monthly_income,repayment_history,approval_decision
60,49030.49,650,77533.67,2,12.4,3936.62,67,approved
59,140486.49,725,512272.9,0,27.2,11829.85,70,approved
22,31048.61,562,41235.66,1,0.9,2497.61,58,approved
33,187310.56,828,809181.62,4,5.1,14895.41,90,approved
39,87727.75,684,446292.45,2,8.0,7161.98,62,approved
38,84174.76,734,216273.37,0,18.7,7126.22,63,approved
48,109920.05,711,275755.65,1,18.2,9286.28,83,approved
60,92121.44,772,182882.29,2,35.2,7927.43,94,approved
50,57379.04,580,146860.12,3,14.7,4718.35,65,approved
40,139021.49,807,695962.63,1,14.0,12107.45,99,approved
47,73934.9,815,228906.65,1,24.4,6205.94,90,approved
54,59917.38,738,192870.68,3,30.7,4745.64,82,approved
54,189654.91,527,350656.07,0,9.7,15783.88,42,approved
47,69733.86,849,177641.01,0,13.5,6077.54,100,approved
44,38663.18,798,126533.01,2,14.1,3128.76,84,approved
57,105496.59,814,465639.24,2,30.2,8804.18,100,approved
38,127579.07,706,233228.45,1,19.9,10601.65,62,approved
27,79564.56,805,441929.83,0,5.6,6482.83,88,approved
64,110352.27,680,172403.72,1,20.0,9190.84,76,approved
43,54650.9,696,174082.06,1,9.7,4539.68,67,approved
40,109456.73,824,570470.59,1,18.0,8963.18,98,approved
53,94728.28,820,288116.03,1,17.7,7670.19,89,approved
58,81889.25,746,293212.74,1,12.5,6891.13,81,approved
44,166063.84,589,221507.81,1,23.1,13740.95,65,approved
60,48449.84,777,113490.89,0,16.1,4181.8,95,approved
28,76077.71,688,242972.9,1,6.5,6080.96,89,approved
48,88763.77,777,190117.82,2,20.7,7595.13,80,approved
46,84968.35,849,167176.86,1,18.6,7326.59,100,approved
64,180901.2,700,547848.7,1,27.4,14773.57,60,approved
47,197472.67,740,639803.75,4,19.5,15708.89,89,approved
26,43961.87,635,101044.88,3,3.4,3603.46,67,manual_review
43,199071.03,708,482363.54,1,14.3,16710.09,78,approved
39,46115.0,698,167100.76,0,6.7,3729.95,80,manual_review
22,74976.93,703,218269.57,1,2.0,6477.33,81,approved
24,32767.24,524,31655.52,1,1.5,2672.05,40,approved
51,29302.2,594,69953.94,2,1.9,2539.81,58,rejected
31,71311.1,743,203542.66,2,8.3,5998.59,65,approved
53,198192.56,745,550666.76,2,22.3,17325.71,81,approved
46,73529.49,762,329908.63,3,20.9,6136.77,78,approved
65,150651.83,740,345299.68,3,15.4,12383.87,53,approved
34,81290.22,825,416406.08,1,10.2,6697.56,94,approved
64,65749.86,346,151433.79,3,32.4,5663.7,0,manual_review
24,25441.39,624,50301.43,1,2.5,2116.0,32,approved
44,152953.11,769,706021.45,1,14.2,12306.83,91,approved
63,81172.15,693,119369.0,1,26.4,6461.46,55,approved
61,194356.72,777,1113186.73,1,25.4,15566.04,79,approved
37,160898.63,671,359107.53,0,15.0,13118.83,81,approved
25,50590.98,835,88695.6,3,5.5,4228.15,92,approved
31,58390.78,750,141321.43,1,11.5,4988.3,73,approved
53,105405.72,742,214576.17,1,27.7,8920.09,75,approved
51,194556.55,720,278808.38,2,30.9,16926.17,81,approved
28,44090.24,759,186674.0,2,5.5,3704.28,60,approved
28,81297.22,826,255735.68,1,3.2,6681.89,97,approved
28,48578.85,720,113332.29,0,7.0,3977.12,74,approved
25,36023.03,686,96221.6,2,2.0,2990.45,63,approved
35,28840.69,824,53556.74,0,12.6,2356.54,89,approved
55,91239.08,769,419908.51,3,29.7,7432.97,67,approved
36,37626.25,542,58524.91,2,3.1,3256.57,37,manual_review
60,160231.66,761,587937.64,2,22.2,13309.72,85,approved
43,71355.17,693,239900.64,1,10.6,5861.46,56,approved
53,50246.33,709,107600.17,3,27.4,4168.88,54,approved
48,187118.63,772,940524.85,1,11.9,15751.77,83,approved
38,92126.63,701,134032.06,2,13.7,7375.65,62,approved
61,95151.12,691,410191.13,0,29.8,7747.86,79,approved
51,186621.68,825,490929.06,3,14.6,16140.71,73,approved
29,82287.09,666,289874.97,2,7.3,6944.46,64,approved
37,47436.69,798,149204.25,4,11.8,4106.86,76,approved
56,123360.73,761,315346.3,1,26.7,10576.83,89,approved
54,167298.06,749,416783.77,1,27.9,14075.89,78,approved
24,25039.54,665,44650.58,0,3.9,2030.19,69,approved
39,68485.75,778,308218.38,2,14.2,5964.27,84,manual_review
64,73052.21,656,225401.74,0,17.8,5903.93,56,approved
44,49975.39,812,90785.47,1,15.7,4110.43,73,approved
35,96044.88,719,313944.68,2,12.2,7881.75,83,approved
24,73501.88,627,58177.89,0,3.3,6397.12,61,manual_review
41,26504.03,621,52210.24,2,10.8,2251.04,46,approved
23,40476.38,675,143943.36,1,1.7,3532.35,57,approved
25,25596.28,584,78809.28,0,4.8,2165.0,47,approved
61,133032.53,808,354651.85,1,18.7,10881.63,100,approved
44,47093.64,838,193274.64,0,10.0,3781.67,90,approved
51,172208.87,752,743862.06,1,14.7,14977.18,94,approved
55,105369.11,843,268746.21,2,10.6,9020.95,83,approved
25,32749.86,684,130376.69,1,4.5,2666.08,78,approved
50,45059.95,826,161172.34,0,16.2,3939.53,98,approved
52,74337.39,770,140229.6,4,28.4,6080.67,83,approved
24,73779.35,762,265545.15,3,3.9,6428.45,86,approved
56,46738.09,838,155073.68,1,19.8,4057.8,100,approved
61,48656.96,844,165605.87,1,11.3,4099.04,91,approved
28,38542.02,703,125024.92,3,5.9,3089.82,84,approved
64,50602.59,701,187763.6,3,18.8,4113.4,68,approved
41,51433.74,606,83138.22,0,18.9,4355.91,54,approved
36,181505.42,849,362359.18,2,15.4,15798.33,100,approved
39,110309.25,755,413137.55,1,15.6,9364.13,68,approved
59,62527.3,719,154980.83,0,26.6,5405.03,78,approved
45,50862.63,685,173275.63,1,17.5,4412.63,75,approved
50,183638.17,757,570926.61,1,25.7,15672.25,65,approved
57,155412.06,836,691106.27,1,34.8,13247.37,100,approved
28,37092.31,671,130051.74,1,5.9,3194.56,64,approved
52,181477.65,749,823067.64,2,20.2,14564.03,85,approved
32,101137.38,690,206291.34,2,5.9,8466.68,71,approved
48,57066.0,613,152115.74,3,4.8,4976.05,59,approved
42,163863.47,691,355459.87,3,16.5,13647.26,68,approved
37,52323.32,698,209364.69,0,12.9,4142.45,77,approved
24,42603.07,833,79823.34,3,2.1,3376.11,94,approved
65,80704.71,778,233611.53,5,35.5,7006.71,88,approved
43,120081.18,845,406729.18,1,8.4,9552.89,100,approved
63,73142.03,729,155191.56,2,1.3,6367.21,68,approved
47,55691.18,805,277973.17,3,19.2,4546.17,91,approved
45,71235.47,605,117042.76,0,13.7,5886.33,57,approved
29,42775.95,752,189000.31,1,5.1,3494.96,67,manual_review
39,146876.37,751,510437.93,1,12.0,12448.59,93,approved
39,161874.72,765,615949.83,1,17.2,13657.42,87,approved
25,60133.98,762,90068.39,2,5.2,5126.49,99,approved
40,53468.78,724,196586.92,2,12.1,4523.22,90,approved
62,176765.28,746,420448.28,0,36.0,14385.86,86,approved
31,84288.33,807,384012.1,0,8.2,7222.58,97,approved
30,46407.94,791,182264.92,1,5.9,3922.21,93,approved
43,189839.61,795,661667.65,0,15.4,16389.78,98,approved
59,145926.9,748,340535.79,3,33.4,11905.8,62,approved
56,49598.56,615,104995.27,2,33.3,4158.76,57,approved
62,125969.07,722,496195.62,0,13.9,10750.74,80,manual_review
29,36715.3,824,146382.06,3,7.5,3143.09,94,approved
38,55901.12,602,57288.89,0,9.5,4773.7,49,approved
23,48047.5,795,172785.8,3,2.8,4115.32,85,approved
33,43762.4,695,195397.2,0,7.7,3486.74,61,approved
65,49726.2,680,104233.38,1,33.9,4180.3,48,approved
26,41625.52,727,149715.0,0,7.4,3490.01,82,approved
64,114555.23,806,471692.27,3,16.8,9248.58,80,approved
41,58798.98,729,249054.08,4,12.8,5035.36,61,approved
49,78954.29,717,170870.75,2,24.3,6546.5,71,approved
60,97873.06,837,322479.48,2,28.2,8269.84,98,approved
30,73969.45,800,134067.16,2,5.7,5926.98,81,approved
25,34865.08,453,95349.55,1,3.0,2908.09,24,approved
34,73072.52,576,105588.07,1,7.7,6374.31,62,approved
63,163157.47,722,724532.1,4,13.7,13560.04,79,approved
54,90590.0,760,562038.45,0,14.7,7508.99,64,manual_review
24,77496.7,760,240706.96,2,6.0,6263.12,100,approved
35,95248.56,759,403577.95,0,17.0,7828.61,96,approved
54,184492.53,842,809894.07,0,21.3,15975.81,91,approved
48,119744.42,766,277971.16,1,13.4,9594.93,89,approved
24,28186.4,678,72629.48,2,5.8,2395.66,70,manual_review
43,66925.16,701,265341.5,3,10.4,5780.39,65,approved
44,59851.34,731,117050.35,0,19.9,5074.5,80,approved
49,73682.36,721,297529.72,3,25.1,6290.41,69,manual_review
52,81474.33,753,298816.46,0,10.6,7106.45,66,approved
36,174533.81,720,365316.78,3,15.0,14681.01,73,approved
27,50371.03,757,129445.56,2,4.0,4118.92,82,approved
46,111548.18,731,352502.11,2,21.0,8958.36,76,approved
25,44266.51,742,173998.49,0,3.2,3755.85,65,approved
35,171272.66,763,565500.44,2,6.7,13967.38,82,approved
62,66188.65,720,113960.43,3,22.2,5348.54,69,approved
37,80902.96,832,383457.66,3,10.3,6604.03,89,approved
59,90528.24,685,159393.03,2,26.2,7275.96,65,approved
31,68427.21,831,323930.02,3,10.1,5456.09,100,approved
46,157867.85,714,249696.43,2,17.5,13780.28,93,approved
33,43084.76,745,60334.33,2,10.7,3582.81,72,approved
55,120785.0,832,329989.03,2,15.3,10291.55,97,approved
25,39534.32,808,169091.87,0,3.2,3445.93,95,approved
23,26606.71,777,64909.01,1,2.8,2224.11,86,manual_review
28,35638.56,750,129575.86,0,9.7,3074.15,64,approved
40,54833.74,791,132764.71,1,9.8,4711.95,91,approved
36,42693.56,698,132334.11,0,11.1,3520.02,70,approved
35,71503.25,676,305575.17,3,9.2,6055.72,56,approved
45,48277.9,832,144865.85,0,17.3,4036.71,100,approved
58,109483.51,772,547502.86,0,18.0,9300.12,78,approved
39,162954.67,751,377076.17,1,15.5,13411.95,78,approved
45,88735.88,753,173088.16,0,19.5,7269.85,84,approved
64,107828.18,844,442802.12,1,30.6,9163.13,100,approved
31,53987.17,839,151795.66,3,8.4,4400.24,80,approved
59,153652.54,757,320964.16,2,16.1,13185.74,83,approved
24,29318.99,601,44308.44,1,3.4,2453.39,61,approved
38,113315.75,803,602679.46,2,11.0,9293.84,71,approved
64,76052.89,794,353598.21,2,34.6,6299.74,82,approved
28,42755.95,732,175348.37,2,6.8,3640.74,84,approved
65,181312.82,784,400624.47,1,34.9,15189.58,98,approved
34,84863.87,700,336605.47,1,8.9,6827.54,78,approved
58,48789.15,658,99366.31,2,18.3,4124.16,78,manual_review
60,54362.63,705,236748.81,5,15.4,4355.22,64,approved
32,39659.85,588,66898.03,3,6.4,3177.68,44,approved
53,100079.8,792,273968.92,3,26.2,8443.63,81,approved
23,35227.61,704,106912.01,0,1.3,2875.51,57,approved
46,159603.02,794,753833.37,1,24.9,13495.71,98,approved
54,122031.75,580,266698.52,0,19.1,10472.78,65,approved
23,73617.8,726,257915.12,1,1.9,6235.93,97,approved
53,56073.97,715,120871.99,4,20.3,4476.78,68,approved
46,52981.41,659,90511.47,3,17.3,4604.4,50,approved
62,150654.47,769,380105.22,2,17.7,12251.14,81,approved
24,80373.74,720,226469.52,2,2.4,6602.85,67,approved
55,154141.21,798,497603.65,3,18.9,12964.63,87,approved
31,106568.5,804,537789.16,1,6.9,9164.4,98,approved
39,122991.95,847,361996.45,3,12.6,10284.02,94,approved
47,70263.81,774,351770.73,1,9.5,5741.84,80,approved
65,123576.62,734,394179.97,2,29.7,9949.6,78,approved
31,60528.26,797,257955.54,5,8.0,4998.14,87,approved
23,41720.01,335,143459.29,0,1.8,3482.54,0,rejected
40,111451.52,677,288180.97,0,21.1,9525.94,70,approved
50,77357.25,751,132793.61,3,20.3,6246.0,76,approved
23,79234.7,308,261683.46,0,3.1,6581.12,0,approved
53,78572.14,830,269507.25,1,25.7,6701.45,82,approved
65,94414.68,776,332369.72,2,29.9,8225.45,90,approved
37,30976.88,414,89513.94,0,9.8,2619.94,20,approved
34,27436.53,702,84176.91,2,13.4,2191.65,86,approved
63,114847.12,699,353535.32,0,16.7,10008.67,85,approved
45,155191.03,770,477893.49,2,9.7,12528.68,69,approved
39,74112.97,750,338581.19,1,19.5,6070.09,78,manual_review
28,35887.89,675,135295.71,1,4.1,2907.09,63,approved
22,39836.57,708,51002.07,4,2.1,3216.72,67,approved
65,166641.21,792,779860.57,0,15.8,14076.01,85,approved
32,58743.54,711,189206.24,0,13.4,5023.83,62,manual_review
46,116642.02,828,285503.22,0,23.2,9646.06,89,approved
30,133669.15,820,250179.42,4,9.7,11489.19,82,approved
62,181923.77,783,561573.44,0,28.7,15300.65,90,approved
35,158606.77,780,249896.97,2,10.6,13016.07,78,approved
39,62551.21,788,234397.3,0,13.7,5147.82,82,approved
58,161162.21,719,557111.7,2,18.5,13576.61,77,approved
27,33926.39,645,95056.14,2,4.3,2791.12,66,approved
37,114772.74,683,435320.37,2,11.7,9379.93,67,approved
24,66682.95,841,155757.26,0,5.6,5309.31,100,approved
54,115441.39,679,142220.04,0,36.0,9274.09,73,approved
50,100395.38,831,352633.8,1,22.2,8773.74,100,approved
22,46954.77,816,203227.57,0,4.0,3832.73,96,approved
55,55519.45,651,235471.2,0,18.2,4422.54,49,approved
61,155315.71,748,231677.25,2,32.4,12808.23,87,approved
59,109198.56,773,365010.66,2,38.3,8873.25,81,approved
58,96957.97,715,218080.51,2,14.4,8037.89,74,manual_review
65,70497.46,829,146467.53,2,34.8,6159.11,100,approved
35,68902.69,699,269268.81,2,9.4,5474.74,80,approved
49,128724.43,793,499999.3,2,20.7,10250.65,70,approved
22,82504.39,784,480068.48,2,1.7,7086.35,92,approved
37,78829.01,723,333467.56,2,10.0,6840.0,83,approved
35,46724.14,806,92653.26,0,9.4,3768.24,98,approved
30,54641.35,584,61814.21,2,7.1,4594.16,41,approved
42,168962.83,758,355240.67,1,24.0,13586.14,68,approved
38,62111.1,706,123198.4,0,12.5,5270.34,81,approved
60,156373.12,805,411889.55,2,13.2,13298.92,95,approved
26,71642.86,792,356380.78,0,7.8,5825.95,91,manual_review
54,92299.62,757,504440.81,3,16.9,7468.55,65,approved
59,36821.92,403,63456.45,0,0.0,3126.23,18,rejected
44,199089.18,771,583345.14,3,13.7,16359.07,90,approved
34,66888.95,745,224418.54,1,8.0,5816.32,76,approved
47,95290.92,794,356975.19,5,11.8,8277.82,66,approved
28,57130.94,746,158437.14,2,5.7,4831.97,73,approved
28,30984.39,680,110185.91,3,6.2,2708.84,66,manual_review
25,40736.47,766,115638.57,0,5.3,3284.03,92,approved
59,191585.72,828,433516.78,0,20.8,16307.49,99,approved
65,55828.81,643,164068.73,0,34.6,4875.25,54,approved
54,53325.27,746,225474.35,5,24.3,4513.92,85,approved
25,31403.61,699,107815.92,4,6.1,2692.22,66,approved
44,74787.08,726,156916.5,0,12.5,6470.9,78,approved
28,42695.49,591,126346.21,0,9.2,3512.64,50,approved
41,56391.5,732,150641.96,0,8.3,4907.51,67,approved
57,51410.41,680,164200.72,0,26.3,4132.02,68,approved
55,63244.88,676,218395.4,2,17.2,5052.97,67,approved
29,38862.55,726,109034.9,1,3.9,3193.04,75,approved
31,47498.36,811,180790.14,2,8.6,4053.9,100,manual_review
33,81411.35,727,216224.54,1,6.5,6867.95,65,approved
35,52956.27,504,97439.0,1,9.6,4590.28,44,manual_review
59,56125.32,814,250118.65,5,28.2,4634.12,84,approved
44,98874.04,737,170181.24,1,17.0,8168.26,93,approved
53,140974.37,747,271496.75,1,30.6,11945.13,62,approved
61,112672.06,786,280390.32,2,21.7,9120.47,94,approved
57,79592.48,756,181362.56,3,8.0,6664.34,76,approved
35,64198.08,759,187094.17,4,9.1,5613.9,66,approved
23,55318.79,630,104008.11,0,3.3,4418.86,48,approved
37,126831.88,697,502862.83,0,15.1,10527.74,73,approved
23,60095.47,589,79199.6,0,2.4,4823.53,55,manual_review
22,57011.01,613,164495.69,0,2.5,4700.98,45,approved
65,108288.82,849,364181.02,3,25.0,9234.66,92,approved
53,179695.38,741,368804.54,2,20.8,14841.96,88,approved
54,138181.98,796,488809.48,0,29.8,11608.12,83,approved
29,56186.21,585,120890.73,3,7.2,4775.72,59,approved
25,52711.44,755,84142.98,4,5.1,4457.19,93,approved
59,58737.55,686,196474.31,2,15.7,4842.19,88,manual_review
23,41994.14,744,140748.96,3,2.2,3339.4,84,approved
52,81700.82,796,156795.58,3,24.7,7024.04,79,approved
50,141056.15,817,508830.5,1,11.7,11816.45,100,approved
42,118710.84,777,440559.74,2,18.3,10271.48,91,approved
38,108640.9,797,437561.18,1,19.1,9150.62,100,approved
27,30223.2,378,65905.53,1,6.1,2576.31,11,rejected
25,33091.12,373,70852.12,1,3.9,2805.78,9,rejected
37,39194.34,728,132393.79,4,0.9,3231.49,52,approved
33,90587.83,711,310915.71,2,8.7,7642.31,80,approved
40,65380.88,848,189380.05,1,14.7,5253.58,93,approved
26,26176.91,667,66888.97,3,3.8,2082.06,57,approved
26,31875.47,653,78716.13,0,4.6,2647.7,71,approved
40,58728.34,398,45352.29,0,12.2,4799.76,3,approved
45,119692.34,841,472861.35,4,11.9,9572.9,95,approved
57,80975.47,826,246639.81,1,29.3,6411.99,84,approved
56,113239.79,684,165917.74,0,13.3,9592.71,54,approved
26,39979.78,776,99112.3,2,5.5,3463.69,81,approved
45,181929.92,792,737663.78,0,19.1,15347.9,83,approved
63,70877.18,620,229927.07,1,26.6,6117.94,34,manual_review
27,49900.69,728,181344.8,2,6.2,4356.58,85,manual_review
28,65052.45,825,185823.32,3,1.4,5517.97,79,approved
30,82366.03,778,177527.99,0,6.9,6551.85,88,approved
28,30653.95,687,74383.62,1,9.8,2428.42,63,approved
55,190576.85,792,930706.44,3,27.1,16343.0,77,approved
65,118862.89,836,405654.63,2,31.3,9847.13,100,approved
42,78381.44,433,102967.86,2,14.3,6632.68,26,manual_review
50,53479.7,729,70248.74,1,16.5,4527.0,79,approved
60,124387.84,836,695988.32,1,13.2,10194.79,96,approved
39,81855.26,740,149423.24,0,5.1,7126.49,81,approved
58,58926.11,675,214213.05,2,26.8,4867.54,65,approved
30,94980.97,798,483994.82,2,4.9,7891.6,87,approved
42,25159.49,409,34621.9,0,13.4,2181.79,36,rejected
28,28141.73,825,89290.07,0,8.9,2378.3,92,approved
45,61135.04,830,173001.43,2,18.3,5056.14,99,approved
40,45463.67,621,70974.2,0,11.0,3975.85,61,approved
36,43681.43,727,156526.35,2,14.3,3574.16,70,manual_review
28,27593.04,463,50118.29,0,6.6,2263.58,48,approved
23,60766.46,466,100730.92,1,2.5,5079.5,36,manual_review
59,191621.68,748,395854.05,2,27.9,16547.59,72,approved
65,54975.87,771,297406.17,1,27.9,4756.35,82,approved
25,47187.32,748,153729.7,2,1.2,3791.16,83,approved
62,77516.44,767,201167.93,4,6.9,6606.76,57,approved
58,100899.23,680,247154.56,0,27.9,8578.57,66,approved
25,43501.29,768,156298.23,0,5.8,3487.84,65,manual_review
43,65652.75,753,187344.94,2,12.3,5551.43,100,approved
28,28322.3,757,102858.95,0,4.7,2264.49,89,approved
37,65278.66,695,144151.04,2,9.3,5346.54,70,approved
47,181396.8,846,850686.81,0,13.9,14411.13,95,approved
34,91601.39,592,178863.94,3,6.5,7643.36,31,approved
53,51031.08,373,114298.38,0,8.1,4462.25,0,approved
56,50426.76,797,186007.91,1,16.9,4019.33,76,approved
26,33812.63,766,144135.66,3,3.9,2943.7,73,approved
48,63071.5,714,163708.07,3,19.5,5304.12,72,approved
35,70607.11,816,256001.93,3,7.0,6103.18,81,approved
25,41118.34,755,159725.31,1,6.8,3562.83,99,approved
43,62749.63,832,225637.19,2,14.7,5200.56,98,approved
49,155744.56,808,629164.82,3,16.6,12385.46,91,approved
51,120729.23,603,186864.58,2,32.8,9639.65,61,approved
24,48818.55,766,191146.37,1,6.0,4207.85,83,manual_review
44,95064.8,798,466230.16,3,20.0,8117.29,88,approved
62,155547.29,715,350449.61,1,40.0,13129.43,83,approved
41,186856.29,792,980688.71,1,12.1,16229.75,97,approved
57,53241.68,836,189819.41,0,30.6,4607.7,93,approved
35,78468.6,595,198367.61,1,10.7,6523.37,67,manual_review
35,72463.09,752,447965.42,2,11.5,5912.68,93,manual_review
39,127384.72,671,444820.74,2,17.4,10869.81,70,approved
23,83603.29,734,184850.97,2,0.6,7224.43,85,approved
49,63895.82,769,235919.0,1,13.5,5337.68,84,approved
28,28582.96,765,114981.33,1,5.3,2473.46,72,approved
46,46167.2,688,148060.75,0,12.2,3868.38,58,approved
24,75100.81,605,64852.25,1,1.8,6447.79,49,approved
63,56028.72,805,178733.64,2,17.9,4444.18,95,approved
57,164698.89,703,630546.9,2,28.5,13108.3,53,approved
62,150000.28,723,251635.08,1,21.8,12566.01,79,approved
58,56446.58,820,187433.55,3,24.6,4479.89,78,approved
35,76641.6,741,350127.61,2,17.0,6663.42,88,approved
62,129409.42,777,644434.09,3,21.5,11099.49,88,approved
63,168492.41,811,691638.63,0,17.9,14154.21,91,approved
51,45749.99,769,145152.57,2,18.3,3878.35,93,approved
48,113254.33,769,494105.69,0,10.2,9404.56,96,approved
31,45621.05,594,53232.27,2,4.8,3709.23,57,approved
65,110125.6,788,209905.2,1,21.5,9528.45,71,approved
46,80028.5,808,227764.78,2,10.4,6805.72,89,approved
58,192071.5,744,533546.76,0,29.7,16635.26,70,approved
47,155301.72,848,625790.3,0,21.9,13352.39,100,approved
42,73571.34,673,245150.35,4,12.6,5834.0,43,approved
34,64444.14,603,115166.32,0,12.8,5457.0,55,approved
37,64337.89,686,344101.86,2,9.9,5415.02,66,approved
42,45199.1,769,214239.36,2,13.5,3797.84,94,approved
59,76808.72,598,86523.45,1,27.7,6144.99,64,approved
61,65041.4,585,152050.5,1,36.4,5324.57,53,approved
39,29109.22,731,96548.85,1,10.0,2543.08,80,approved
34,67417.6,803,149843.96,1,9.4,5463.4,96,approved
34,189004.66,835,607379.1,0,11.8,15184.42,100,approved
60,149937.77,792,391677.15,0,30.4,12380.09,85,approved
32,128966.08,812,372951.01,2,7.3,10721.02,100,approved
53,67451.79,672,173442.65,2,28.1,5736.25,64,approved
42,37200.69,606,47702.74,3,14.2,3203.88,45,approved
31,59630.98,747,244048.28,3,8.1,5133.99,77,approved
23,51948.62,613,206323.1,2,3.1,4256.79,66,approved
30,57631.97,501,87538.81,1,7.8,4687.98,56,approved
42,31802.73,766,153544.47,2,6.9,2713.91,87,approved
54,172547.63,811,663772.09,2,23.5,13828.77,93,approved
50,61652.46,688,187307.1,2,15.7,4977.35,68,approved
46,168356.56,813,690863.21,2,14.9,13506.51,100,approved
25,41621.79,610,64162.71,3,3.9,3393.04,33,approved
51,164495.59,808,545800.84,2,16.4,14095.45,100,approved
54,70216.75,692,332137.56,1,13.6,5564.41,54,approved
47,80779.66,639,231507.26,1,16.2,6873.7,70,approved
33,74901.48,814,387955.05,2,8.0,6443.96,98,approved
34,40432.85,841,115992.19,1,13.9,3307.9,98,approved
37,69879.85,789,172598.36,0,12.9,5686.69,100,approved
49,101619.62,783,448441.52,2,19.7,8165.35,68,approved
56,51563.64,686,153418.7,4,22.7,4106.02,45,manual_review
41,66238.41,680,126253.18,0,15.3,5662.4,82,manual_review
49,81529.67,675,182071.5,0,18.7,6473.72,72,approved
41,37236.46,731,109207.46,1,13.2,2997.17,83,approved
24,61100.44,599,132987.14,0,4.0,5333.07,50,approved
63,111915.66,700,172475.61,1,35.1,9406.0,77,approved
33,65698.37,797,269080.22,0,8.8,5478.64,89,approved
43,122340.67,693,508623.95,1,15.0,10592.22,70,approved
31,72017.13,636,122866.64,4,9.6,5913.4,57,approved
47,167045.03,845,480609.83,4,16.2,14000.35,88,approved
46,101433.75,732,300036.02,0,23.5,8609.91,78,approved
31,87852.48,684,248982.28,1,8.6,7410.11,92,approved
42,84924.52,768,194215.27,4,12.6,6940.45,75,approved
36,69350.9,840,248911.01,2,8.8,5721.23,94,approved
30,66738.2,786,385037.7,2,9.4,5359.35,81,approved
61,138283.25,651,604990.97,3,26.6,11464.2,60,approved
31,27148.3,610,77004.23,1,6.3,2292.51,67,approved
57,141403.79,797,461198.59,2,25.2,11976.24,97,approved
52,99902.52,584,128827.16,2,30.0,8652.64,53,approved
29,32810.27,435,110431.84,1,5.5,2804.88,39,rejected
41,66690.24,792,164255.33,1,12.8,5720.01,98,approved
52,106144.84,760,293569.09,2,3.2,8906.07,69,approved
62,122780.37,793,414589.9,0,15.8,10207.1,86,approved
40,129578.58,840,489094.73,0,11.6,10321.17,100,approved
27,58523.67,688,180239.37,0,3.4,4985.02,73,approved
53,148300.49,766,508782.73,4,13.8,12287.8,83,approved
60,90511.67,808,391494.82,3,28.8,7671.25,83,approved
23,79586.43,652,143847.7,0,2.9,6838.97,59,approved
37,93356.36,823,416368.45,0,11.6,8077.18,70,approved
24,44857.82,640,56819.46,0,3.8,3794.8,63,approved
34,27632.67,385,74992.55,1,6.5,2341.05,12,manual_review
37,154567.52,822,724669.19,1,14.4,13436.91,87,approved
51,51129.68,802,239978.56,1,23.2,4324.91,76,approved
30,46907.41,726,54120.6,1,6.5,3861.12,92,approved
45,163524.18,675,383471.88,2,19.0,13308.51,67,approved
22,69118.76,543,163200.65,2,1.5,6034.49,42,approved
25,34609.84,661,146096.25,1,3.4,2926.03,71,approved
39,29264.69,584,95526.48,0,13.4,2519.77,68,approved
27,83351.13,754,384004.11,0,6.7,7176.22,80,approved
28,44411.42,837,216256.5,0,7.1,3870.9,100,approved
22,65962.69,708,249878.82,1,1.4,5714.72,71,manual_review
48,191714.11,675,604585.15,0,26.2,15487.25,59,approved
48,107331.69,840,298770.38,1,15.8,8514.83,94,approved
33,61652.95,734,160447.87,3,5.5,5233.36,72,approved
49,168465.8,846,967296.89,0,13.0,13915.43,81,approved
51,57824.82,847,237971.87,1,8.9,4982.2,98,approved
26,35916.01,474,72038.0,0,3.0,2868.82,47,manual_review
39,42705.16,633,65189.57,2,7.8,3566.06,53,approved
54,74612.24,796,196194.25,0,16.6,6435.54,92,approved
54,106001.3,814,481546.12,2,18.6,9154.99,87,approved
56,49948.12,651,116484.96,1,21.7,4360.21,56,approved
35,34612.35,845,136917.73,2,12.1,2970.08,100,approved
55,175380.95,834,646010.53,0,23.5,14475.9,100,approved
29,51908.43,728,146307.54,1,6.9,4271.01,93,approved
59,79443.19,775,443564.51,1,30.6,6601.2,91,approved
50,64093.88,756,136210.16,4,16.3,5106.17,83,approved
33,66299.4,415,77764.82,0,8.7,5333.33,8,approved
49,189795.57,746,488344.49,0,13.8,15189.95,76,approved
45,53008.75,503,110129.17,1,16.4,4256.63,31,approved
29,44780.87,697,172612.59,3,5.4,3608.55,86,approved
58,160305.94,828,344723.04,0,24.8,12917.72,91,approved
59,77114.82,752,236014.08,3,18.3,6378.04,63,approved
35,69893.38,615,88758.6,2,10.7,5938.17,72,approved
26,39856.4,666,53590.87,3,6.3,3281.67,54,approved
63,59044.46,687,195121.39,1,13.0,4739.69,68,approved
39,193176.83,793,285919.24,3,14.3,15975.17,66,approved
60,89369.58,698,403700.09,2,20.7,7098.65,70,approved
26,65109.74,616,236035.86,2,3.1,5212.81,53,approved
30,73617.96,736,126229.92,2,11.1,6284.41,86,approved
39,27275.39,782,74908.06,2,14.6,2357.8,73,approved
28,31051.99,703,137358.34,1,5.0,2586.37,83,approved
32,80979.58,788,154489.88,2,9.7,6828.52,89,approved
28,55975.28,827,289296.09,3,8.9,4632.48,94,approved
49,199146.74,708,264154.05,3,12.9,16909.21,70,approved
51,62114.87,613,123191.82,3,10.4,5273.32,50,approved
49,98291.88,741,369206.95,4,19.2,8451.43,62,approved
