age,salary,credit_score,loan_amount,existing_loans,employment_years,monthly_income,repayment_history,approval_decision
49,160058.08,769,280303.76,2,25.2,13395.78,100,approved
29,25092.89,662,70061.88,0,8.4,2004.84,65,approved
22,53656.51,632,118232.01,1,1.6,4372.75,48,approved
51,146998.14,794,503289.3,3,13.7,12776.6,73,approved
58,185501.82,630,258880.21,3,32.9,15256.13,49,approved
41,124097.82,837,311372.28,0,10.5,10345.65,100,approved
36,69274.03,741,164185.23,5,4.8,5633.31,72,approved
58,140231.25,750,427389.69,0,26.1,11672.52,89,approved
45,150489.51,779,342295.51,1,13.5,12748.84,81,approved
29,81188.44,695,305151.95,1,7.8,6992.86,82,approved
53,92230.64,802,251499.77,0,18.3,7420.05,96,approved
23,59555.71,790,157072.8,2,3.9,4786.51,92,approved
49,86488.53,786,198557.46,2,27.3,7065.04,92,approved
50,125959.61,827,362219.35,3,22.4,10468.58,78,approved
36,112973.51,815,368847.29,1,11.5,9505.4,78,approved
45,133642.21,838,647306.37,1,15.2,11092.59,89,approved
44,133563.6,821,269716.16,1,12.1,10574.91,91,approved
39,63562.84,689,256030.13,3,9.2,5130.6,72,approved
56,99909.96,779,238447.59,2,15.5,8448.07,71,approved
42,75106.63,832,300025.28,0,2.0,6498.8,100,approved
54,64352.94,591,116482.58,0,23.8,5231.98,49,approved
54,190337.29,718,290540.06,1,16.4,15083.63,65,approved
31,160045.61,843,477134.77,0,5.6,12842.2,96,approved
45,66938.63,726,256205.28,2,13.5,5492.76,71,approved
31,25566.38,769,56444.08,1,4.1,2102.15,72,approved
35,34010.32,549,93963.18,2,13.1,2734.11,49,manual_review
59,101949.62,756,370593.7,2,29.0,8859.34,78,approved
34,176156.61,779,972206.77,1,7.1,15079.92,90,approved
31,40689.34,748,122695.03,2,12.6,3449.02,88,approved
57,62945.51,707,258892.08,2,26.6,5140.58,70,approved
34,180188.66,783,608885.39,3,10.3,15098.7,73,approved
59,47206.09,764,76690.86,0,28.7,3823.62,90,approved
40,73686.83,337,230347.31,1,9.9,5965.68,2,approved
60,108031.74,706,214601.91,1,25.1,9177.15,58,approved
51,63357.22,694,199855.06,2,28.2,5098.6,73,approved
26,36046.43,708,52391.23,1,5.0,3133.77,70,approved
34,28086.98,449,78930.55,0,14.4,2338.62,14,manual_review
57,131290.12,712,434193.92,2,23.3,11056.64,71,approved
37,146896.84,847,554437.63,0,7.2,12851.71,96,approved
58,50813.93,743,180788.69,1,19.6,4208.79,71,approved
23,39200.74,687,90007.37,1,2.6,3365.96,65,approved
40,67692.56,680,170759.11,1,19.5,5799.05,54,approved
34,67695.91,722,188071.84,1,9.8,5780.51,63,approved
63,149994.09,743,430844.83,1,27.3,12686.38,78,approved
57,148806.05,805,593289.83,5,39.0,12330.57,73,approved
40,55879.08,824,158484.18,2,15.0,4545.88,93,approved
26,36824.15,755,104127.72,2,5.4,3206.19,85,approved
60,151039.81,794,479375.72,2,33.3,12602.7,83,approved
48,100445.23,796,507744.9,1,29.1,8583.75,76,approved
48,57993.64,708,116901.64,1,16.8,4665.89,86,approved
61,102839.29,814,200286.91,2,22.9,8619.01,100,approved
65,140299.92,697,556076.58,0,22.8,11422.79,69,approved
39,64010.86,732,226042.15,2,15.1,5133.4,82,approved
31,34627.49,659,82893.5,2,6.9,2963.99,85,approved
36,43947.47,758,140840.95,1,4.6,3830.28,74,approved
55,74822.17,647,214178.67,0,24.0,6474.3,53,approved
31,37127.38,834,114724.48,1,10.4,2995.19,100,approved
27,42036.75,820,179356.42,2,6.5,3459.91,70,manual_review
59,72727.33,808,223945.49,2,30.2,6073.53,86,approved
60,164700.21,589,287786.44,3,14.5,14359.32,46,approved
54,139185.21,777,338718.28,1,24.2,11146.21,79,approved
44,185810.91,789,542329.94,0,17.7,15413.81,86,approved
24,67921.3,753,168230.83,1,6.0,5766.83,86,approved
42,60298.22,725,295800.95,1,13.4,4775.65,68,approved
46,163280.07,780,578743.78,2,22.1,13161.49,93,approved
49,25926.46,582,99950.86,0,0.0,2231.14,41,manual_review
54,60144.83,846,308428.49,2,32.7,4883.25,100,approved
28,36338.02,803,125672.89,1,8.6,2934.38,83,approved
59,141946.43,834,610305.62,2,13.0,11725.53,100,approved
50,90970.46,764,338301.76,2,22.9,7601.37,89,approved
52,184820.79,736,252834.56,2,16.6,16051.32,67,approved
58,48223.05,826,211493.52,3,27.9,3958.86,87,approved
39,177378.98,824,393885.57,3,16.0,14329.03,79,approved
45,153480.48,742,521086.56,1,19.7,13021.94,82,approved
39,77836.87,709,253036.29,2,15.7,6516.6,58,approved
55,58723.66,779,277986.82,1,18.6,4918.01,98,approved
48,127015.34,751,443511.29,2,21.0,11022.8,88,approved
46,86951.33,808,228027.06,0,23.9,7378.23,98,approved
44,73874.37,812,153093.91,1,25.6,6312.65,71,approved
53,108256.78,762,378615.99,3,20.8,8748.92,67,approved
23,29944.12,667,53893.56,2,3.4,2457.54,52,manual_review
60,66312.27,829,157622.04,3,20.9,5490.46,83,approved
43,66299.23,798,152487.06,2,15.0,5580.17,93,approved
62,74647.38,763,219603.94,1,16.1,6257.71,100,approved
25,66476.36,344,161273.64,0,6.5,5788.24,0,manual_review
65,49101.2,694,123619.96,0,35.3,4148.25,79,approved
55,94161.46,823,369919.16,2,26.3,7984.72,70,approved
64,146640.93,776,281192.84,4,31.0,12232.79,77,approved
41,62169.24,692,101448.51,2,14.3,5031.65,72,approved
28,28927.75,637,92681.91,1,0.0,2313.65,45,approved
28,71734.94,843,304416.1,2,5.6,6209.79,89,approved
60,189100.09,701,362092.76,0,16.7,16016.67,65,approved
25,35177.42,698,109730.06,1,6.0,2871.93,68,manual_review
40,54619.13,658,170779.45,0,14.6,4385.4,55,approved
55,172198.2,774,626767.54,3,21.8,13935.04,74,approved
56,45962.21,676,63267.06,1,23.5,4002.02,50,manual_review
35,73288.1,736,120058.2,1,10.9,6060.77,86,approved
39,67262.39,803,272058.36,2,13.2,5362.69,100,approved
61,125887.93,748,388196.44,1,17.8,10229.62,80,approved
32,39127.29,638,46336.38,3,6.5,3292.9,46,manual_review
57,195528.19,727,474235.66,3,22.9,16169.91,65,approved
56,111078.19,829,335743.25,2,12.8,9492.53,100,approved
37,67551.68,716,207217.53,3,7.2,5734.77,67,approved
26,36030.94,777,152904.9,0,3.1,3139.21,88,approved
62,83509.94,720,254015.0,1,34.3,7157.42,78,approved
35,58610.57,474,152208.8,0,12.7,4871.59,21,approved
60,49047.78,688,137600.15,1,34.5,4185.73,65,approved
33,28112.33,750,86067.64,3,7.8,2251.66,60,approved
62,184733.12,826,294026.9,1,11.9,16044.79,91,approved
30,33680.59,368,44993.82,3,10.6,2692.23,13,rejected
48,83900.51,763,301417.9,0,24.9,6992.81,89,approved
35,25597.01,747,73273.09,2,12.7,2059.45,73,approved
51,80504.72,807,202639.03,3,14.3,6856.16,100,approved
38,69116.33,743,147175.62,1,10.0,5827.74,83,approved
60,49511.62,770,130425.51,2,12.4,4073.09,83,approved
38,102365.02,691,536572.48,0,19.0,8141.81,67,approved
57,105549.46,750,265057.66,4,26.6,9233.11,66,approved
31,77170.39,671,321875.98,1,8.7,6630.9,57,approved
56,185543.59,745,353368.61,1,32.1,15923.22,77,approved
41,41518.53,599,73622.03,2,9.4,3404.68,65,manual_review
50,55266.67,763,105595.48,1,19.2,4589.82,89,approved
40,95865.87,803,317685.07,1,20.6,8284.77,98,approved
30,55938.79,523,77839.96,1,9.1,4485.43,42,manual_review
51,113613.11,832,609421.66,0,24.6,9420.83,100,approved
36,80654.6,845,156764.55,2,12.8,6827.38,95,approved
23,25643.73,698,80005.93,2,2.1,2068.32,63,approved
56,73538.41,752,312073.04,1,29.1,6232.0,84,approved
33,45642.47,727,181774.53,0,10.1,3896.16,92,approved
34,155124.55,780,430356.86,0,12.7,12654.68,82,approved
48,134974.59,656,763097.79,3,23.1,10779.42,62,approved
28,42982.48,725,83403.78,3,7.7,3537.9,70,manual_review
25,62411.99,694,227133.27,2,4.1,5273.82,74,approved
41,47832.17,795,180214.38,1,7.7,4171.28,89,approved
48,122090.96,782,400042.15,3,15.9,10401.16,66,approved
55,159561.57,692,551887.17,0,23.9,12658.76,88,approved
62,70235.87,840,284643.62,4,21.7,5686.3,80,approved
22,30984.92,702,133049.63,1,2.0,2561.7,66,manual_review
56,118365.52,805,519659.54,2,23.2,9901.3,92,approved
28,61058.75,770,223391.79,1,7.1,5309.99,78,approved
47,100564.88,804,479178.39,1,21.1,8364.99,82,approved
43,73396.53,595,133297.09,0,11.6,6386.08,42,manual_review
43,60101.6,839,223397.09,1,21.7,5241.74,99,approved
54,125398.61,752,659443.07,2,22.9,10506.36,82,approved
27,43537.83,778,198840.43,0,7.7,3582.6,72,approved
38,47873.94,766,207530.76,4,2.5,3923.61,88,approved
44,68479.17,808,250582.92,0,22.4,5581.32,95,approved
43,60908.19,740,258883.54,1,13.8,4841.04,78,approved
58,163999.31,771,350188.17,2,10.1,14296.45,77,approved
55,180648.86,781,691471.13,1,29.5,14377.55,69,approved
39,69996.38,668,124478.74,1,8.5,5708.93,77,approved
46,89068.57,781,234519.78,2,19.3,7692.23,86,approved
30,55674.57,679,116317.14,3,9.5,4444.53,51,approved
23,30354.71,711,136524.28,1,2.9,2508.86,78,approved
44,75541.75,529,145351.34,1,8.1,6272.99,44,manual_review
24,40496.96,792,129278.86,3,3.7,3210.92,85,approved
37,55758.88,629,82418.8,0,12.0,4483.24,66,approved
46,79604.27,839,150303.4,5,22.6,6584.75,81,approved
30,59521.69,601,51981.76,1,2.2,4982.85,69,manual_review
36,72506.33,672,255059.4,1,14.1,6181.67,80,manual_review
58,125434.15,801,401920.72,1,29.9,10961.59,95,approved
22,55402.7,837,99579.52,0,1.4,4800.23,96,approved
36,25444.13,404,51919.23,2,6.1,2201.76,20,approved
24,63438.84,750,250979.32,1,4.3,5288.59,80,approved
54,109658.53,828,631509.8,4,23.9,8783.11,92,manual_review
57,163965.66,844,488348.73,1,11.3,13525.15,99,approved
26,41584.67,826,231107.88,3,3.4,3319.79,77,manual_review
65,158465.72,731,431519.64,2,31.7,13367.54,81,approved
43,101421.17,729,415949.84,2,17.3,8810.14,57,approved
46,94270.45,701,321792.12,2,15.0,8212.18,81,approved
53,61311.8,812,193300.17,2,14.8,4986.94,95,approved
26,26604.05,699,95955.91,1,2.5,2280.87,73,approved
59,45512.25,686,183599.25,0,21.9,3725.39,79,manual_review
43,173568.24,713,770440.76,0,17.6,15012.9,78,approved
58,106584.27,785,428546.2,3,18.4,8847.05,74,approved
24,34366.91,832,134622.67,5,1.8,2960.14,90,manual_review
29,31475.53,655,87494.55,1,11.0,2664.19,76,approved
30,114864.79,664,534819.14,0,8.5,9767.99,62,manual_review
28,37141.26,745,90153.29,3,4.8,3149.92,72,approved
53,173245.05,847,645605.73,2,28.0,15010.98,96,approved
35,55429.08,776,156047.72,4,4.0,4425.18,90,approved
22,72028.67,639,69054.05,3,0.8,5938.65,56,manual_review
23,50452.05,694,77984.93,0,2.7,4414.2,64,approved
43,183149.33,837,338427.32,2,16.5,15669.73,100,approved
63,63495.09,779,143874.73,3,32.3,5208.92,73,approved
56,122575.56,628,279154.64,3,38.0,10562.59,42,approved
60,122342.3,836,251990.03,2,23.2,10438.35,100,approved
45,49845.32,665,170679.03,0,23.8,4269.59,57,approved
23,59961.59,737,168147.83,1,2.6,5126.65,84,approved
62,182002.19,804,677059.23,3,35.8,15236.86,70,approved
45,148933.76,832,503774.22,0,13.4,12825.89,100,approved
65,149382.96,812,430032.29,1,35.0,12777.14,94,approved
38,183711.09,815,461225.64,2,11.5,15319.87,86,approved
31,43857.83,816,180790.84,3,2.6,3631.34,93,approved
31,32248.38,390,64706.77,0,3.1,2808.69,30,manual_review
27,48155.09,744,232550.24,0,5.9,4098.56,86,approved
65,174740.41,787,418084.12,3,15.7,14493.89,63,approved
56,185768.2,803,620860.7,1,8.9,15601.97,88,approved
60,194031.3,743,422061.16,1,12.9,16380.75,82,approved
52,50077.4,840,264135.66,4,15.1,4266.57,79,approved
62,77259.37,812,374534.92,2,22.6,6428.95,82,approved
25,75991.68,561,143657.55,0,1.2,6564.77,55,manual_review
40,144497.15,603,511918.77,0,18.7,11958.18,81,approved
38,63890.42,675,197379.4,0,10.4,5154.46,59,approved
26,36396.1,675,85122.9,3,3.3,3106.82,66,approved
31,139521.35,742,293848.13,4,10.6,11254.8,78,approved
57,189174.41,828,463432.59,2,22.6,15745.47,100,approved
54,97135.61,716,119683.04,3,24.7,8458.95,65,approved
25,28693.67,740,62114.77,0,3.1,2282.08,72,approved
24,41811.31,820,70808.9,1,3.8,3615.82,94,approved
57,121041.02,802,549210.18,2,31.9,9941.59,100,approved
24,32385.7,517,30692.48,2,3.4,2775.39,43,manual_review
29,36203.63,737,64774.89,0,8.3,2994.35,89,approved
30,78330.83,335,248672.82,1,7.1,6398.91,4,approved
28,33530.92,615,54087.6,4,6.2,2832.63,51,manual_review
44,71990.9,830,217512.41,4,12.7,5948.01,91,approved
26,61598.11,757,119422.05,0,3.1,4944.23,79,approved
49,58946.63,723,172118.92,1,21.7,4904.14,50,approved
41,33780.01,737,68701.17,1,13.6,2710.15,79,approved
23,73753.68,700,302501.6,2,4.2,5887.73,66,manual_review
25,40754.9,656,157685.94,0,4.5,3390.57,75,manual_review
37,196126.33,777,1054999.49,2,14.9,16799.44,63,approved
36,196822.77,685,769684.14,3,7.6,15710.05,45,approved
49,124983.78,804,771342.56,1,15.5,10328.21,94,approved
45,122343.45,771,278562.08,2,14.0,9898.16,96,approved
48,47238.82,698,188566.78,2,19.9,3951.33,67,approved
64,101270.14,822,254233.89,1,29.2,8750.17,90,approved
31,43387.38,730,134772.58,1,10.2,3789.46,68,approved
61,146216.01,795,934799.04,1,23.1,12465.41,90,approved
38,85297.73,783,453791.39,1,14.0,7397.59,95,approved
25,32666.01,678,144778.36,1,2.7,2788.45,76,manual_review
30,79752.56,714,236307.92,1,8.7,6496.6,81,approved
24,39346.86,629,47439.7,2,4.7,3146.42,57,manual_review
34,79196.56,845,163257.64,0,14.7,6812.9,88,approved
55,66091.26,439,89162.82,1,25.6,5441.66,19,approved
59,54818.66,656,244834.78,4,18.1,4618.67,67,approved
36,149168.04,686,467749.05,2,6.9,12575.57,71,approved
57,142553.31,789,408507.21,2,37.5,11631.78,82,approved
41,78567.95,462,159934.42,0,9.0,6481.74,32,approved
60,95403.7,808,189401.39,2,18.6,7691.22,88,approved
37,61526.93,616,179861.41,3,13.2,4983.56,55,approved
50,89580.54,753,224357.62,1,11.9,7340.91,74,approved
55,150300.55,700,415927.05,0,23.8,12072.71,69,approved
57,120756.26,781,264932.85,0,26.3,10121.19,87,approved
43,159481.99,805,973358.4,2,15.8,13316.5,71,approved
29,38288.61,620,87225.4,1,7.8,3206.45,66,manual_review
56,126128.74,785,572148.4,0,16.7,10763.86,97,approved
56,88971.81,801,243098.51,0,21.4,7288.43,83,approved
51,49132.35,719,138432.6,3,28.5,4255.67,67,approved
52,104748.23,842,385702.04,0,13.3,8721.1,100,approved
28,39865.93,809,161117.14,2,5.5,3174.16,76,approved
65,178203.23,824,397708.24,3,16.6,14945.44,81,approved
44,107553.51,710,264143.47,2,17.2,8887.56,80,approved
28,79854.6,619,216896.16,0,6.9,6437.99,66,approved
23,83549.19,805,172483.5,1,4.0,7053.8,71,approved
32,56213.37,847,164044.01,2,7.7,4829.84,100,approved
52,73978.7,797,135995.98,3,27.8,6416.48,92,approved
31,47385.47,737,73994.33,2,8.3,3799.1,68,approved
49,135608.24,842,411024.36,4,22.1,10875.36,91,approved
28,36698.38,628,55665.28,1,3.9,3103.01,65,approved
63,182971.42,671,431688.43,3,28.2,15879.04,50,approved
64,48578.88,675,183628.39,1,30.7,4181.54,57,approved
51,159849.79,785,526656.34,1,18.0,13276.26,86,approved
42,158733.87,741,409454.94,1,16.0,13332.48,78,approved
55,171551.54,732,501610.93,0,31.6,14173.23,83,approved
22,27163.45,621,94151.07,1,2.8,2203.03,64,manual_review
59,127616.47,710,322521.14,0,23.1,10635.16,72,approved
54,112958.86,693,252030.03,0,24.3,9661.33,72,approved
45,188625.62,744,609455.34,4,18.9,15242.34,71,approved
34,59023.82,630,119225.72,0,8.9,4911.23,50,approved
27,43135.82,758,172301.73,1,3.4,3730.3,84,manual_review
39,69398.05,603,93592.04,1,9.7,5688.5,44,approved
55,82227.69,701,341726.88,1,12.1,6645.54,64,approved
47,182714.05,706,388135.14,1,16.5,14763.96,57,approved
61,171393.08,825,940442.46,3,28.9,14730.69,85,approved
44,35180.48,757,140402.12,3,7.7,3032.39,84,approved
48,137541.55,678,417991.42,0,18.1,11044.96,77,approved
23,46161.81,805,188993.56,2,3.4,3778.13,90,approved
36,54545.8,673,134684.03,2,12.1,4629.89,70,approved
61,162689.26,723,364023.91,2,20.8,13706.63,89,approved
62,141871.56,808,379947.82,0,22.8,11605.12,84,approved
26,31746.4,346,37720.98,3,2.8,2717.58,24,rejected
45,57627.13,688,94589.25,0,27.0,4772.1,71,approved
42,112158.81,833,641611.57,1,23.4,9044.6,100,approved
47,178718.65,740,311429.33,0,19.8,15387.41,79,approved
25,38419.88,798,174551.31,2,5.1,3069.01,81,approved
54,108720.75,814,341527.13,2,17.4,9107.55,78,approved
53,72608.38,723,99459.9,1,15.5,5753.37,78,approved
55,179630.47,779,505599.36,2,22.4,15318.97,82,approved
51,85527.94,776,239858.8,4,23.6,6908.43,79,approved
41,66499.48,717,272187.49,2,18.7,5421.8,83,manual_review
33,198411.55,774,641586.12,0,11.5,16458.97,82,approved
40,33194.76,796,73388.79,0,14.9,2869.79,100,approved
62,165235.85,827,365708.77,1,27.3,13321.94,94,approved
45,199535.98,679,350526.42,0,14.9,16486.27,61,approved
40,64797.64,379,178561.7,1,8.0,5616.6,19,manual_review
29,65174.69,731,172094.96,0,6.0,5323.07,93,approved
57,62788.65,466,110333.77,0,19.1,5009.78,42,approved
39,106271.39,746,316791.0,3,9.4,8769.77,86,approved
33,26024.24,761,63669.83,1,9.8,2124.93,86,approved
62,61679.44,706,150238.81,3,29.2,4938.81,80,approved
45,120461.77,817,601571.38,0,12.4,10523.59,100,approved
23,37846.29,751,146206.99,1,2.3,3075.96,81,approved
44,78609.13,700,211705.72,0,14.3,6400.18,74,approved
35,147169.51,681,282990.76,1,8.1,12707.68,63,approved
65,169492.99,751,672362.24,0,24.9,13980.55,89,approved
58,139984.3,691,381861.02,1,25.0,11502.66,84,approved
22,55229.82,721,191803.38,2,3.0,4486.71,62,approved
40,37322.04,716,89009.63,0,12.0,3257.41,77,approved
33,45549.22,787,167807.45,2,13.3,3770.51,86,approved
62,67596.34,790,371736.97,1,16.1,5436.2,89,manual_review
53,141181.85,745,403513.8,2,31.7,12179.43,77,approved
32,59622.01,773,281505.08,1,10.7,4977.47,71,approved
28,50389.18,611,82634.72,2,10.0,4361.41,57,manual_review
26,45770.94,624,91481.19,1,3.3,3653.69,67,manual_review
53,122171.35,834,458662.89,2,28.4,9697.88,100,approved
42,64746.25,721,129676.06,1,7.0,5617.75,77,approved
57,94499.52,699,190503.09,0,5.8,8096.44,88,approved
34,71368.81,794,187788.76,2,8.4,5802.81,100,approved
33,51383.97,770,115466.38,2,8.5,4097.41,100,approved
48,77446.01,722,224904.1,2,10.3,6321.66,86,approved
29,66095.31,346,109210.04,3,1.3,5702.89,25,rejected
57,161739.69,684,290273.09,1,26.7,13466.66,66,approved
33,50098.82,688,209963.79,2,8.7,4195.54,88,approved
59,63675.76,749,241595.08,2,19.9,5143.74,82,approved
35,67990.13,830,119728.96,1,5.0,5614.77,91,approved
37,34276.92,668,95418.7,1,9.7,2989.72,55,manual_review
59,198611.68,825,517340.4,2,34.0,15882.55,86,approved
26,43676.35,715,122645.2,2,4.0,3464.8,89,approved
46,152698.97,743,647530.98,0,16.9,12112.2,95,approved
43,57715.48,772,210914.43,2,19.8,4960.68,100,approved
27,48697.12,674,125571.05,0,9.0,3991.12,79,manual_review
22,37121.06,647,84498.75,0,2.5,3127.59,53,approved
33,84761.04,766,388797.79,2,9.1,7361.7,79,approved
46,174339.67,702,347879.46,2,11.0,13900.2,76,approved
57,190635.46,834,939661.9,1,22.3,15334.98,96,approved
51,103402.17,810,539292.84,1,23.4,8494.12,97,approved
38,48592.15,628,164319.38,0,6.6,3918.82,55,manual_review
65,128267.48,676,404404.2,1,33.4,11181.32,68,manual_review
58,116631.36,727,266596.79,1,16.0,9910.86,83,approved
27,39545.29,805,214430.55,2,5.3,3393.25,100,approved
59,61638.49,759,247272.65,4,25.4,4952.27,94,approved
27,25298.31,590,49804.41,0,7.3,2035.59,59,approved
32,61899.74,813,243452.76,3,8.4,5270.62,54,approved
54,135207.4,688,495752.35,2,30.8,11076.42,85,approved
32,58457.95,839,172804.92,4,11.0,4636.16,87,approved
55,67524.84,762,250976.44,1,16.7,5581.48,84,approved
57,73508.27,693,222399.18,2,23.7,6228.56,66,approved
42,78378.64,707,195052.41,2,13.2,6335.61,62,approved
55,54484.71,690,297483.64,1,18.0,4658.0,75,approved
52,172956.29,610,317523.98,1,29.8,14958.16,46,approved
41,52627.43,849,209257.77,4,10.5,4414.44,86,approved
58,59168.12,682,108548.07,2,39.5,5131.09,70,approved
50,103152.98,743,340865.21,1,19.3,8727.67,76,approved
56,56066.93,796,269269.89,2,28.2,4880.08,100,approved
59,97409.14,687,259754.35,0,23.0,7780.42,53,approved
24,41684.8,712,206293.92,2,3.3,3352.37,66,approved
34,77894.98,746,287290.94,0,6.0,6718.54,92,approved
45,197716.43,612,337474.35,0,12.1,16761.84,57,approved
41,30677.75,609,77894.96,2,14.6,2592.54,56,manual_review
42,68296.93,714,282767.34,1,10.5,5924.11,84,approved
64,178149.36,685,420301.07,0,23.8,14364.11,60,manual_review
47,117946.71,815,443411.57,0,24.2,9628.03,91,approved
60,89268.68,701,172208.05,1,28.6,7101.07,72,approved
45,47361.39,806,120240.97,1,15.8,4048.34,100,approved
51,70332.59,791,259683.82,1,18.3,5715.38,94,approved
37,34300.66,375,133074.93,0,12.5,2979.68,5,rejected
48,53521.21,409,129388.91,0,21.0,4396.69,27,approved
29,41322.99,633,61236.94,1,4.5,3356.01,81,approved
30,134105.28,810,266430.86,4,7.4,11681.5,53,approved
46,122833.19,742,194492.52,2,17.7,9837.7,80,approved
26,68324.62,373,129193.74,3,6.2,5951.21,17,approved
40,178511.7,699,693574.68,2,13.7,14387.25,71,approved
43,156324.21,827,724315.8,1,16.7,13648.66,74,approved
51,163438.24,824,430064.47,2,18.4,13501.98,98,approved
47,157249.94,790,603927.18,0,14.1,13409.53,99,approved
42,28507.6,612,47362.84,4,6.4,2318.47,46,approved
60,195759.28,842,1094746.14,1,21.3,16146.54,100,approved
48,45468.03,756,226301.8,1,28.4,3930.4,81,approved
35,80498.35,840,438187.84,0,15.1,6625.82,100,approved
36,47956.64,782,260738.67,1,4.6,3882.07,92,approved
28,37871.61,706,102455.43,1,6.3,3267.11,71,approved
31,71226.94,747,188172.22,1,9.7,5722.67,87,approved
48,186530.83,844,377761.12,1,18.0,15645.5,100,approved
29,25613.43,690,33205.81,3,3.6,2074.57,60,approved
54,164999.44,806,652599.61,3,29.2,13430.37,71,approved
26,62891.75,723,135539.65,4,8.0,5463.94,72,approved
63,80085.82,794,138937.55,3,38.0,6965.42,68,approved
27,74384.31,697,370806.78,1,3.6,6480.26,63,approved
23,25689.15,659,107872.65,1,2.0,2162.22,94,approved
53,135708.91,839,549683.08,1,26.8,10969.24,100,approved
31,39915.65,720,79155.49,4,4.1,3462.51,64,approved
63,58515.54,781,195951.7,4,21.1,4683.38,72,approved
29,31902.33,596,83241.41,1,8.3,2567.92,62,approved
31,32014.79,659,102797.64,1,7.0,2763.45,60,manual_review
58,195089.56,800,988043.71,0,26.5,16471.84,100,approved
27,41589.41,773,184948.21,1,6.0,3510.66,82,approved
31,72546.28,693,162496.28,1,8.3,5953.58,71,approved
65,73664.96,748,131575.34,3,28.7,6186.72,86,approved
38,110640.31,797,568609.13,1,16.7,9271.93,100,approved
50,107465.19,666,344493.51,1,13.8,9312.54,48,approved
49,141689.21,713,377035.16,2,20.8,12052.09,76,approved
41,193420.21,639,373188.25,2,8.4,16338.44,60,approved
25,30143.26,759,114621.92,1,4.2,2413.09,71,approved
48,58194.02,829,149367.87,3,26.7,4773.65,91,approved
47,53994.48,824,217958.16,1,19.3,4587.5,100,approved
45,69950.93,755,269389.7,0,18.7,6058.4,89,approved
55,95556.93,626,248663.54,1,14.3,7893.65,42,manual_review
40,198221.95,680,568262.27,3,17.1,16004.07,70,approved
31,53772.11,526,114865.46,3,5.9,4691.34,42,manual_review
37,87216.85,709,228291.88,2,16.5,7021.8,69,approved
38,60723.36,700,74378.77,0,16.7,5286.38,74,approved
53,62355.26,601,88125.49,1,19.9,5204.34,67,manual_review
34,69441.64,775,213020.71,1,5.0,5955.76,92,approved
27,38880.73,763,102878.1,1,6.8,3369.13,82,approved
64,65127.9,809,266499.82,1,14.4,5565.61,100,approved
64,85437.76,788,192171.64,2,33.9,7180.95,97,approved
25,30924.43,821,63772.74,3,2.6,2463.5,100,approved
53,178371.8,815,832088.87,2,10.7,14610.22,78,approved
52,79304.33,795,174624.35,2,29.0,6714.84,82,approved
50,75960.37,771,172569.82,1,3.1,6123.01,72,approved
52,77767.43,836,275283.28,1,20.1,6386.21,100,approved
53,173902.14,736,646254.56,0,10.4,14061.24,83,approved
52,156454.87,593,401109.88,1,16.7,12703.14,64,approved
40,71033.33,813,441769.07,2,7.9,6197.68,97,manual_review
38,34959.07,693,90605.66,1,9.3,2969.03,77,approved
27,42431.6,670,100484.2,3,8.0,3591.37,61,approved
64,141660.94,823,585486.63,1,22.0,12308.12,94,approved
52,183676.99,779,760776.93,0,24.1,14592.16,92,approved
39,94093.93,737,307548.72,0,19.8,7933.52,69,approved
23,43174.46,725,113831.31,2,2.7,3600.3,74,approved
24,74166.85,782,290010.76,0,5.0,6095.02,81,approved
65,66266.81,650,244611.04,0,23.6,5277.44,46,approved
48,79616.92,791,318616.62,2,12.7,6794.29,100,approved
61,124449.17,736,313215.72,1,27.0,10863.96,87,approved
36,46179.91,798,131692.51,4,15.0,3774.83,73,approved
58,162598.4,722,398215.2,1,28.3,13664.11,80,approved
34,69091.17,614,250441.9,1,4.8,5633.87,62,approved
65,185115.65,722,443758.84,2,20.8,15309.78,73,approved
23,84074.29,674,149651.49,1,2.8,6887.89,73,approved
55,67066.69,681,244290.08,1,33.3,5364.47,59,manual_review
50,199253.71,842,335691.42,0,31.9,16718.52,100,approved
45,159732.49,804,467726.69,2,25.5,12664.62,93,approved
59,164338.61,794,853752.97,1,23.0,14229.86,100,approved
42,168815.07,846,721571.62,3,24.0,13799.46,99,approved
59,62528.76,603,181284.96,1,22.7,5255.08,57,approved
24,26958.96,762,54637.56,1,3.2,2245.29,68,approved
48,54979.1,595,139837.03,0,14.0,4672.76,76,approved
65,85641.39,774,441285.97,1,17.9,7404.26,99,manual_review
48,68729.0,608,74254.38,1,10.2,5755.93,40,manual_review
52,134456.85,768,605842.14,2,16.2,11183.78,90,approved
32,51675.08,724,69574.44,0,10.9,4166.96,75,approved
22,40019.73,534,31191.8,0,2.3,3391.82,51,approved
34,35961.27,699,149838.73,1,7.9,2988.64,80,approved
38,72583.2,661,128013.74,0,10.7,5823.4,67,approved
29,67842.32,653,229854.68,0,6.3,5833.19,58,manual_review
34,128744.1,789,551260.42,1,10.9,10833.37,100,approved
54,147024.15,833,218761.99,1,19.3,12187.15,100,approved
50,47455.75,601,144575.83,3,23.0,4004.92,40,manual_review
37,81540.19,825,196470.41,1,11.9,6738.96,94,approved
29,34320.26,512,46029.29,2,4.3,2913.58,29,manual_review
65,62873.92,689,166308.37,1,30.0,5389.71,67,approved
